I73-1_Horizon-YR-1,SAXQ01000012.1,98.503,334,5,0,295,628,1265223,1266224,0.0,594,98.50,0,3
I73-1_Horizon-YR-1,SAXQ01000012.1,93.023,301,5,1,17,301,1264283,1265185,0.0,484,94.02,0,2
I73-1_Horizon-YR-1,SAXQ01000012.1,100.000,21,0,0,1,21,1264185,1264247,0.0,47.4,100.00,0,3
I73-1_Horizon-YR-1,RXHM01000016.1,98.503,334,5,0,295,628,106545,107546,0.0,594,98.50,0,3
I73-1_Horizon-YR-1,RXHM01000016.1,93.023,301,5,1,17,301,105605,106507,0.0,484,94.02,0,2
I73-1_Horizon-YR-1,RXHM01000016.1,100.000,21,0,0,1,21,105507,105569,0.0,47.4,100.00,0,3
I73-1_Horizon-YR-1,RXHK01000022.1,98.503,334,5,0,295,628,63890,62889,0.0,594,98.50,0,-2
I73-1_Horizon-YR-1,RXHK01000022.1,93.023,301,5,1,17,301,64830,63928,0.0,484,94.02,0,-1
I73-1_Horizon-YR-1,RXHK01000022.1,100.000,21,0,0,1,21,64928,64866,0.0,47.4,100.00,0,-2
I73-1_Horizon-YR-1,PSOU01000736.1,98.503,334,5,0,295,628,8678,9679,0.0,594,98.50,0,2
I73-1_Horizon-YR-1,PSOU01000736.1,93.023,301,5,1,17,301,7738,8640,0.0,484,94.02,0,1
I73-1_Horizon-YR-1,PSOU01000736.1,100.000,21,0,0,1,21,7640,7702,0.0,47.4,100.00,0,2
I73-1_Horizon-YR-1,PSOT01000060.1,98.503,334,5,0,295,628,8679,9680,0.0,594,98.50,0,3
I73-1_Horizon-YR-1,PSOT01000060.1,93.023,301,5,1,17,301,7739,8641,0.0,484,94.02,0,2
I73-1_Horizon-YR-1,PSOT01000060.1,100.000,21,0,0,1,21,7641,7703,0.0,47.4,100.00,0,3
I73-1_Horizon-YR-1,PSOS01000310.1,98.503,334,5,0,295,628,8678,9679,0.0,594,98.50,0,2
I73-1_Horizon-YR-1,PSOS01000310.1,93.023,301,5,1,17,301,7738,8640,0.0,484,94.02,0,1
I73-1_Horizon-YR-1,PSOS01000310.1,100.000,21,0,0,1,21,7640,7702,0.0,47.4,100.00,0,2
I73-1_Horizon-YR-1,PSOP01000309.1,98.503,334,5,0,295,628,8678,9679,0.0,594,98.50,0,2
I73-1_Horizon-YR-1,PSOP01000309.1,93.023,301,5,1,17,301,7738,8640,0.0,484,94.02,0,1
I73-1_Horizon-YR-1,PSOP01000309.1,100.000,21,0,0,1,21,7640,7702,0.0,47.4,100.00,0,2
I73-1_Horizon-YR-1,PSOO01000305.1,98.503,334,5,0,295,628,8700,9701,0.0,594,98.50,0,3
I73-1_Horizon-YR-1,PSOO01000305.1,93.023,301,5,1,17,301,7760,8662,0.0,484,94.02,0,2
I73-1_Horizon-YR-1,PSOO01000305.1,100.000,21,0,0,1,21,7662,7724,0.0,47.4,100.00,0,3
I73-1_Horizon-YR-1,NRDI02000017.1,98.503,334,5,0,295,628,684212,685213,0.0,594,98.50,0,2
I73-1_Horizon-YR-1,NRDI02000017.1,93.023,301,5,1,17,301,683272,684174,0.0,484,94.02,0,1
I73-1_Horizon-YR-1,NRDI02000017.1,100.000,21,0,0,1,21,683174,683236,0.0,47.4,100.00,0,2
I73-1_Horizon-YR-1,NQIK02000006.1,98.503,334,5,0,295,628,1772237,1771236,0.0,594,98.50,0,-2
I73-1_Horizon-YR-1,NQIK02000006.1,93.023,301,5,1,17,301,1773177,1772275,0.0,484,94.02,0,-1
I73-1_Horizon-YR-1,NQIK02000006.1,100.000,21,0,0,1,21,1773275,1773213,0.0,47.4,100.00,0,-2
I73-1_Horizon-YR-1,MVBI01000015.1,98.503,334,5,0,295,628,140370,139369,0.0,594,98.50,0,-2
I73-1_Horizon-YR-1,MVBI01000015.1,93.023,301,5,1,17,301,141310,140408,0.0,484,94.02,0,-1
I73-1_Horizon-YR-1,MVBI01000015.1,100.000,21,0,0,1,21,141408,141346,0.0,47.4,100.00,0,-2
I73-1_Horizon-YR-1,MVBH01000028.1,98.503,334,5,0,295,628,12860,13861,0.0,594,98.50,0,2
I73-1_Horizon-YR-1,MVBH01000028.1,93.023,301,5,1,17,301,11920,12822,0.0,484,94.02,0,1
I73-1_Horizon-YR-1,MVBH01000028.1,100.000,21,0,0,1,21,11822,11884,0.0,47.4,100.00,0,2
I73-1_Horizon-YR-1,MVBG01000011.1,98.503,334,5,0,295,628,139906,138905,0.0,594,98.50,0,-2
I73-1_Horizon-YR-1,MVBG01000011.1,93.023,301,5,1,17,301,140846,139944,0.0,484,94.02,0,-1
I73-1_Horizon-YR-1,MVBG01000011.1,100.000,21,0,0,1,21,140944,140882,0.0,47.4,100.00,0,-2
I73-1_Horizon-YR-1,MVBF02000005.1,98.503,334,5,0,295,628,1349001,1350002,0.0,594,98.50,0,3
