I73-1_HorizonYR-gDNA,SAXQ01000012.1,100.000,2043,0,0,1,2043,1264185,1266227,0.0,3685
I73-1_HorizonYR-gDNA,RXHM01000016.1,100.000,2043,0,0,1,2043,105507,107549,0.0,3685
I73-1_HorizonYR-gDNA,RXHK01000022.1,100.000,2043,0,0,1,2043,64928,62886,0.0,3685
I73-1_HorizonYR-gDNA,PSOU01000736.1,100.000,2043,0,0,1,2043,7640,9682,0.0,3685
I73-1_HorizonYR-gDNA,PSOT01000060.1,100.000,2043,0,0,1,2043,7641,9683,0.0,3685
I73-1_HorizonYR-gDNA,PSOS01000310.1,100.000,2043,0,0,1,2043,7640,9682,0.0,3685
I73-1_HorizonYR-gDNA,PSOP01000309.1,100.000,2043,0,0,1,2043,7640,9682,0.0,3685
I73-1_HorizonYR-gDNA,PSOO01000305.1,100.000,2043,0,0,1,2043,7662,9704,0.0,3685
I73-1_HorizonYR-gDNA,NRDI02000017.1,100.000,2043,0,0,1,2043,683174,685216,0.0,3685
I73-1_HorizonYR-gDNA,NQIK02000006.1,100.000,2043,0,0,1,2043,1773275,1771233,0.0,3685
I73-1_HorizonYR-gDNA,MVBI01000015.1,100.000,2043,0,0,1,2043,141408,139366,0.0,3685
I73-1_HorizonYR-gDNA,MVBH01000028.1,100.000,2043,0,0,1,2043,11822,13864,0.0,3685
I73-1_HorizonYR-gDNA,MVBG01000011.1,100.000,2043,0,0,1,2043,140944,138902,0.0,3685
I73-1_HorizonYR-gDNA,MVBF02000005.1,100.000,2043,0,0,1,2043,1347963,1350005,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYY010000077.1,100.000,2043,0,0,1,2043,88094,86052,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYX010000556.1,100.000,2043,0,0,1,2043,3669,1627,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYW010000090.1,100.000,2043,0,0,1,2043,88097,86055,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYV010000080.1,100.000,2043,0,0,1,2043,88079,86037,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYU010000087.1,100.000,2043,0,0,1,2043,88076,86034,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYT010000017.1,100.000,2043,0,0,1,2043,120082,122124,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYS010000084.1,100.000,2043,0,0,1,2043,88073,86031,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYR010000008.1,100.000,2043,0,0,1,2043,141072,139030,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYQ010000008.1,100.000,2043,0,0,1,2043,120081,122123,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYP010000021.1,100.000,2043,0,0,1,2043,88218,86176,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYO010000036.1,100.000,2043,0,0,1,2043,78223,80265,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYN010000199.1,100.000,2043,0,0,1,2043,43588,45630,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYM010000037.1,100.000,2043,0,0,1,2043,28450,26408,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYL010000060.1,100.000,2043,0,0,1,2043,7272,9314,0.0,3685
I73-1_HorizonYR-gDNA,JAMBYK010000092.1,100.000,2043,0,0,1,2043,88070,86028,0.0,3685
I73-1_HorizonYR-gDNA,JAMBXS010000075.1,100.000,2043,0,0,1,2043,20002,22044,0.0,3685
I73-1_HorizonYR-gDNA,JAMBXP010000081.1,100.000,2043,0,0,1,2043,13647,11605,0.0,3685
