I73-1_Horizon-YR-1,JBVFXH010000014.1,32.143,112,73,2,306,414,1108499,1108834,9.16e-09,64.7,56.25,0,2
I73-1_Horizon-YR-1,SRZG01000005.1,31.707,123,73,3,181,300,1504207,1504551,4.34e-05,52.8,43.09,0,1
I73-1_Horizon-YR-1,SRZF01000009.1,30.189,106,57,1,272,360,1069640,1069957,1.13e-05,54.7,44.34,0,2
I73-1_Horizon-YR-1,SRZG01000003.1,29.255,188,108,5,191,360,1806835,1806293,2.27e-09,66.6,41.49,0,-1
I73-1_Horizon-YR-1,JBBEUP010000003.1,29.255,188,108,5,191,360,1915980,1916522,2.27e-09,66.6,41.49,0,3
I73-1_Horizon-YR-1,SRZH01000002.1,28.723,188,109,5,191,360,3239994,3240536,2.89e-08,63.2,40.96,0,3
I73-1_Horizon-YR-1,JBJRFQ010000116.1,28.571,189,108,6,191,360,39527,38985,1.80e-08,63.5,41.80,0,-2
I73-1_Horizon-YR-1,JBJRFQ010000116.1,25.664,113,83,1,190,302,54177,54512,0.008,45.4,41.59,0,3
I73-1_Horizon-YR-1,JBJRFM010000151.1,28.571,189,108,6,191,360,36669,37211,1.81e-08,63.5,41.80,0,3
I73-1_Horizon-YR-1,JBJRFM010000151.1,26.549,113,82,1,190,302,2027,1692,7.59e-04,48.5,42.48,0,-1
I73-1_Horizon-YR-1,JBJRFM010000151.1,25.664,113,83,1,190,302,23082,22747,0.006,45.4,41.59,0,-3
I73-1_Horizon-YR-1,JBJRFO010000067.1,28.571,189,108,6,191,360,25730,26272,1.81e-08,63.5,41.80,0,2
I73-1_Horizon-YR-1,JBJRFO010000067.1,26.549,113,82,1,190,302,11387,11052,7.59e-04,48.5,42.48,0,-1
I73-1_Horizon-YR-1,JBJRFR010000207.1,28.571,189,108,6,191,360,93877,94419,1.82e-08,63.5,41.80,0,1
I73-1_Horizon-YR-1,JBJRFR010000207.1,26.549,113,82,1,190,302,79227,78892,7.63e-04,48.5,42.48,0,-3
I73-1_Horizon-YR-1,RCTM01000005.1,28.571,189,108,6,191,360,1117248,1116706,1.82e-08,63.5,41.80,0,-1
I73-1_Horizon-YR-1,RCTM01000005.1,26.549,113,82,1,190,302,1139281,1139616,7.63e-04,48.5,42.48,0,1
I73-1_Horizon-YR-1,JASPLA010000006.1,28.571,189,108,6,191,360,1104961,1105503,1.82e-08,63.5,41.80,0,1
I73-1_Horizon-YR-1,JASPLA010000006.1,26.549,113,82,1,190,302,1090311,1089976,7.63e-04,48.5,42.48,0,-2
I73-1_Horizon-YR-1,JASPLA010000006.1,25.664,113,83,1,190,302,1006366,1006701,0.006,45.4,41.59,0,1
I73-1_Horizon-YR-1,JANTPY010000005.1,28.571,189,108,6,191,360,1178686,1179228,1.82e-08,63.5,41.80,0,1
I73-1_Horizon-YR-1,JANTPY010000005.1,26.549,113,82,1,190,302,1164036,1163701,7.63e-04,48.5,42.48,0,-1
I73-1_Horizon-YR-1,JANTPY010000005.1,25.664,113,83,1,190,302,1070861,1071196,0.006,45.4,41.59,0,2
I73-1_Horizon-YR-1,JAHUAA010000017.1,28.326,233,133,8,191,396,360395,361072,1.28e-09,67.4,41.63,0,2
I73-1_Horizon-YR-1,JAHUAA010000017.1,29.730,111,70,5,191,300,340166,340477,0.028,43.5,44.14,0,2
